id,text,label,language,original
692031514943582208,在菲律宾拍摄自己虐待年仅八岁女孩的英国人在英国被判处 19 年以上徒刑 URL,non-rumor,Chinese,briton who filmed himself abusing girls as young as eight in the philippines sentenced in uk to more than 19 years URL
510931521306243072,更新：英国首相大卫#cameron将大卫#haines的明显斩首描述为“纯粹的邪恶行为” URL,TRUE,Chinese,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL
516539137646542848,"हांगकांग के प्रदर्शनकारी फर्ग्यूसन यूआरएल यूआरएल से ""हाथ ऊपर करो, गोली मत मारो"" इशारे का उपयोग कर रहे हैं",unverified,Hindi,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL URL"
427846006600777729,marlboro man dies of smoking-related disease URL URL,TRUE,English,marlboro man dies of smoking-related disease URL URL
427780584979836929,मार्लबोरो एड मैन एरिक लॉसन की फेफड़ों की पुरानी बीमारी से मृत्यु URL @guardianworld,TRUE,Hindi,marlboro ad man eric lawson dies of chronic lung disease URL @guardianworld
553467311261503488,पेरिस के उत्तर पूर्व मार्ग एन2 पर डैममार्टिन एन गोले में गोलीबारी की रिपोर्ट - फ्रांसीसी मीडिया का कहना है कि कार का पीछा चल रहा है,unverified,Hindi,reports of shooting at dammartin en goele on route n2 north east of paris - french media says car chase under way
693803472806760448,आइसीएमआई: यह वेन सेल्डन डंक बिल्कुल बेतुका था। यूआरएल,non-rumor,Hindi,icymi: this wayne selden dunk was absolutely absurd. URL
693234925252775936,छोटी रीढ़ की हड्डी वाले यूआरएल वाले कुत्ते क्वासिमोडो से मिलें,non-rumor,Hindi,"meet quasimodo, the dog with the short spine URL URL"
514148279601606656,starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL,TRUE,English,starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL
519935535083565056,someone spray painted a penis on a €1.9m bugatti veyron URL URL,FALSE,English,someone spray painted a penis on a €1.9m bugatti veyron URL URL
691299810553384960,fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL,non-rumor,English,fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL
689722724470620161,"taliban says it is behind #bachakhanuniattack that left at least 19 dead, pakistani media report URL",non-rumor,English,"taliban says it is behind #bachakhanuniattack that left at least 19 dead, pakistani media report URL"
715254040289021952,唐纳德·特朗普告诉克里斯·马修斯：女性应该因堕胎而受到“某种形式的惩罚” URL URL,unverified,Chinese,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL
766299560415223808,"us olympic swimmers ""invented"" robbery story to cover up petrol station altercation, rio police sources tell bbc URL",non-rumor,English,"us olympic swimmers ""invented"" robbery story to cover up petrol station altercation, rio police sources tell bbc URL"
692736398462300162,"house for sale. asking price? super bowl 50 tickets. well-played, steelers fan. URL URL",non-rumor,English,"house for sale. asking price? super bowl 50 tickets. well-played, steelers fan. URL URL"
543319210659971073,it’s a dog’s afterlife: pope francis says there’s a place for pets in paradise URL,FALSE,English,it’s a dog’s afterlife: pope francis says there’s a place for pets in paradise URL
690296550803636224,我们的孩子不应该担心他们喝的水 —@potus 谈弗林特 URL 中的情况,non-rumor,Chinese,our children should not have to be worried about the water that they're drinking —@potus on the situation in flint URL
554688527435563008,tragic: nearly 70 people died at a funeral after drinking contaminated beer: URL URL,FALSE,English,tragic: nearly 70 people died at a funeral after drinking contaminated beer: URL URL
716424773216022530,ऐसा लगता है @berniesanders ने नेवादा वापस जीत लिया है! @clarkcountynv डेम्स को @sensanders के विरुद्ध धांधली न करने दें! #feelthebern यूआरएल,unverified,Hindi,it seems @berniesanders has won back nevada! don't let @clarkcountynv dems rig it against @sensanders! #feelthebern URL
693573042111270912,".@danaperino​: ""if i were in... legal trouble, i would call @hillaryclinton to find out how do you get out of it."" URL",non-rumor,English,".@danaperino​: ""if i were in... legal trouble, i would call @hillaryclinton to find out how do you get out of it."" URL"
692098463262216192,✨ 快乐 #gossipgirlday ✨ 网址,non-rumor,Chinese,✨ happy #gossipgirlday ✨ URL
690137637810761728,英国内政大臣特雷莎·梅表示，利特维年科的谋杀是“公然且不可接受的”，违反了国际法,non-rumor,Chinese,"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL"
742050150307246080,奥兰多发生的枪击事件是： A.穆斯利姆湾登记的民主党选民 C.伊希斯 D.恐同 e.准备好希拉里网址,unverified,Chinese,shooter in orlando was: a. muslim b. registered democrat voter c. isis d. homophobic e. ready for hillary URL
407184707118309376,纪念保罗·沃克：《速度与激情》明星在悲惨去世前几个小时“非常高兴” URL,TRUE,Chinese,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL"
693198912660885505,地区爸爸只想不间断地观看一集 7 小时的电视 URL URL,non-rumor,Chinese,area dad just wants to watch one 7-hour block of television without interruption URL URL
633397936563560449,精益创业方法论影响您的企业 URL 的 10 种方式 作者：@scottgerber,non-rumor,Chinese,10 ways lean startup methodology can impact your business URL by @scottgerber
407279190913069056,fast & furious franchise responds to paul walker's death: URL URL,TRUE,English,fast & furious franchise responds to paul walker's death: URL URL
764753085675761664,尼日利亚伊斯兰组织博科圣地发布视频，声称显示被绑架的奇博克女学生网址,non-rumor,Chinese,nigerian islamist group boko haram releases video purporting to show kidnapped chibok schoolgirls URL
500278294055768064,弗格森警察局长：参与枪杀迈克尔·布朗的警官是达伦·威尔逊，他是一名已服役六年的退伍军人，没有纪律记录,TRUE,Chinese,"ferguson police chief: officer involved in shooting of michael brown was darren wilson, a 6-year veteran with no disciplinary record"
499679379820412928,पुष्टि की गई: #माइकब्राउन का कोई आपराधिक रिकॉर्ड नहीं था। यूआरएल #फर्ग्यूसन यूआरएल,TRUE,Hindi,confirmed: #mikebrown had no criminal record. URL #ferguson URL
560442390805090307,带着@thejeffbridges 的新专辑#sleepingtapes 进入平静的睡眠。现在在 URL #om URL 收听,FALSE,Chinese,drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL
524930365400821761,加拿大首都战争纪念馆发生1起枪击事件。网址,TRUE,Chinese,1 shot at war memorial in canada's capital. URL
723772395211862016,尼亚加拉瀑布在王子去世那天变成紫色： URL URL,unverified,Chinese,niagara falls turned purple on the day prince died: URL URL
524925033626738688,渥太华战争纪念馆场景。执勤的士兵开枪。网址,TRUE,Chinese,scene at ottawa war memorial. soldier on duty shot. URL
570341828479725570,确认：杰米·多南不会留下五十度灰#fiftyshades #jamiedornan URL URL,FALSE,Chinese,confirmed: jamie dornan not leaving fifty shades of grey #fiftyshades #jamiedornan URL URL
524144369235140608,भित्तिचित्र कलाकार बैंसी लंदन में गिरफ्तार; पहचान उजागर - राष्ट्रीय रिपोर्ट | राष्ट्रीय रिपोर्ट यूआरएल,FALSE,Hindi,graffiti artist banksy arrested in london; identity revealed - national report | national report URL
727588444000526336,payments to hard drive destruction company... URL,unverified,English,payments to hard drive destruction company... URL
527138218505175040,"पोप फ्रांसिस फिर से प्रगति का सुझाव देते प्रतीत होते हैं, लेकिन सिर्फ झूठे दावे करते हैं, क्योंकि उनके धार्मिक विश्वास के लिए उन्हें यूआरएल की आवश्यकता होती है",TRUE,Hindi,"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL"
525305690257379328,a touching tribute to a fallen soldier URL URL,TRUE,English,a touching tribute to a fallen soldier URL URL
552821069036670976,4 #charliehebdo cartoonists killed: - charb - cabu - tignous - georges wolinski #jesuischarlie URL,unverified,English,4 #charliehebdo cartoonists killed: - charb - cabu - tignous - georges wolinski #jesuischarlie URL
691667941314662400,from the vault: anatomical maquettes of fanciful creatures URL URL,non-rumor,English,from the vault: anatomical maquettes of fanciful creatures URL URL
536558567206420480,1970 के दशक का लेगो पत्र 40 साल बाद भी माता-पिता को एक शक्तिशाली संदेश प्रदान करता है,TRUE,Hindi,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
688441130271289350,बीबी वॉल्ट से: डोनाल्ड ट्रम्प के पिता को पुलिस यूआरएल यूआरएल के साथ केकेके विवाद में गिरफ्तार किया गया,non-rumor,Hindi,from the bb vault: donald trump's dad arrested in kkk brawl with cops URL URL
553544252563935234,breaking: at least 2 killed in #paris hostage situation via @afp URL,unverified,English,breaking: at least 2 killed in #paris hostage situation via @afp URL
693785810311778304,america’s biggest toy company is changing the most famous body in the world URL URL,non-rumor,English,america’s biggest toy company is changing the most famous body in the world URL URL
372489152903643136,福岛现已进入紧急状态，每天有 300 吨放射性水泄漏到海洋中了解更多信息：URL,FALSE,Chinese,"fukushima now in state of emergency, leaking 300 tons of radioactive water into the ocean daily learn more: URL"
692932696645865472,我差点哭了……但我不想让他们让我成为哭泣的脸而不是乔丹。 --德雷蒙德·格林网址,non-rumor,Chinese,i almost started crying ... but i didn't want them to make me the crying face instead of jordan. --draymond green URL
707308274270539777,没有人对此感到惊讶。当然，奥巴马跳过了南希·里根的葬礼。尊严并不是他最强的属性 URL,unverified,Chinese,no one is surprised by this.of course obama is skipping nancy reagan's funeral.dignity isn't his strongest attribute URL
528237933661544448,नुकीले हिरण अपने अंतिम स्वरूप यूआरएल यूआरएल के 60 साल बाद अफगानिस्तान में दिखाई देते हैं,TRUE,Hindi,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL"
407275991610818560,保罗·沃克的去世引发了一些推特用户最糟糕的情绪。我为 @vice URL 编写了愚蠢的内容,TRUE,Chinese,paul walker's death brought out the worst in some twitter users. i compiled the stupidity for @vice URL
503609826128044032,पत्रकार जेम्स फोले का सिर कलम करने के संदिग्ध का नाम 24 वर्षीय अब्देल-माजेद अब्देल बैरी बताया गया है। यूआरएल,unverified,Hindi,suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL
780436430732525569,好吧，这是一个新的：切尔西克林顿暗示大麻可以杀死你。 2016年，你们。网址 #mmot #p2 #tcot #tlot,unverified,Chinese,"well, this is a new one: chelsea clinton implies that marijuana can kill you. 2016, y’all. URL #mmot #p2 #tcot #tlot"
528341588867416064,我们是谁？奥巴马表示，成为一名全职妈妈“不是我们希望美国人做出的选择” URL,FALSE,Chinese,who is we?' obama says being a stay-at-home mom 'not a choice we want americans to make' URL
693711272014155776,zika fever: a newly emerging disease is threatening the americas URL URL,non-rumor,English,zika fever: a newly emerging disease is threatening the americas URL URL
524972443308683264,ओटावा अस्पताल का बयान: 3 मरीज मिले। 2 स्थिर स्थिति में. यूआरएल,unverified,Hindi,statement from ottawa hospital: received 3 patients. 2 in stable condition. URL
504453071041482753,报告：#nhl 扩展到拉斯维加斯“已成定局” URL URL,FALSE,Chinese,report: #nhl expansion to las vegas ‘a done deal’ URL URL
557621135320178688,arenal is one of 6 spectacular volcanoes located in #costarica. URL,FALSE,English,arenal is one of 6 spectacular volcanoes located in #costarica. URL
521496155310796800,"move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL",FALSE,English,"move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL"
730939370765754368,ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL,unverified,English,ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL
534205316620382208,通过在您睡觉时咬您脸部的虫子传播的疾病可在 us URL 中找到,TRUE,Chinese,disease spread by bugs that bite your face as you sleep is found in the us URL URL
687632433483759616,#oscarnoms：最佳图片 URL 提名,non-rumor,Chinese,#oscarnoms: nominations for best picture URL URL
531833233143783424,"नहीं, व्लादिमीर पुतिन लिंग यूआरएल के आकार के काफिले में नहीं घूम रहे हैं",FALSE,Hindi,"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL"
550038665653542913,अर्जेंटीना के राष्ट्रपति ने एक यहूदी किशोर को वेयरवोल्फ यूआरएल यूआरएल बनने से रोकने के लिए गोद लिया,FALSE,Hindi,the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL
705092738224525312,突发新闻：#supertuesday 网址后“我如何搬到加拿大”的搜索量猛增,unverified,Chinese,"breaking news: search ""how can i move to canada"" skyrocketed following #supertuesday URL"
553503184174710784,#चार्लीहेब्दो गोलीबारी के संदिग्धों ने पुलिस को बताया कि वे 'शहीदों की तरह मरने के लिए तैयार हैं' - फ्रांसीसी मीडिया यूआरएल यूआरएल,unverified,Hindi,#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL
407254590363426816,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",TRUE,English,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL"
522321383716818944,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL,TRUE,English,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL
715268937873760256,唐纳德·特朗普全面反女性：对中止 URL URL 的女性进行“惩罚”,unverified,Chinese,"donald trump goes full anti-woman: ""punishment"" for women who abort URL URL"
517416417164263424,俄克拉荷马州斩首嫌疑人奥尔顿·诺伦被下令关押，不得保释 URL URL,TRUE,Chinese,oklahoma beheading suspect alton nolen ordered held without bond URL URL
692842124841123842,nicoderm introduces new nicotine eye patch URL URL,non-rumor,English,nicoderm introduces new nicotine eye patch URL URL
536826622725218304,that powerful lego letter to parents from the 1970s? it's real URL URL,TRUE,English,that powerful lego letter to parents from the 1970s? it's real URL URL
727854332188577792,शायद मीडिया को हिलेरी से इस बारे में पूछना चाहिए कि क्लिंटन अभियान ने हार्ड ड्राइव नष्ट करने वाली कंपनी यूआरएल को भुगतान किया था,unverified,Hindi,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company URL
562093717201616896,मैडेन एनएफएल 15 सिमुलेशन ने सुपर बाउल के अंतिम स्कोर की सही भविष्यवाणी की। यूआरएल यूआरएल,TRUE,Hindi,madden nfl 15 simulation correctly predicted the super bowl's final score. URL URL
517850508380618752,#ओक्लाहोमा अभियोजक ने औपचारिक अधिसूचना दाखिल की कि वह संदिग्ध #altonnolen का सिर काटने के लिए मौत की सजा की मांग करेगा। #केलीफ़ाइल,TRUE,Hindi,#oklahoma prosecutor files formal notification that he will seek death penalty for beheading suspect #altonnolen. #kellyfile
377519445578895360,啊！！ @jk_rowling 正在为#harrypotter 制作一本百科全书！！ & #pottermore 现已开放！ :d 网址,FALSE,Chinese,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL
531543620856197121,伊拉克官员称，伊斯兰国家领导人巴格达迪在空袭中受伤 URL #isis URL,unverified,Chinese,"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL"
407156621450571777,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(,TRUE,English,“r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous” omg:(
727172374999666688,"हमें हर महीने एक कंपनी चुननी चाहिए। 1.1 मिलियन परिवार एएफए के लक्ष्य बहिष्कार में शामिल हुए, स्टॉक को 2.5 बिलियन डॉलर का नुकसान हुआ - यूआरएल",unverified,Hindi,"we should pick a company a month. 1.1 million families join afa’s target boycott, stock takes $2.5 billion hit - URL"
552498516225179650,इस कुत्ते को स्कॉटिश रेलवे स्टेशन पर उसके सामान यूआरएल से भरे सूटकेस के साथ छोड़ दिया गया था,TRUE,Hindi,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL
693792605755285504,दमिश्क यूआरएल के पास तिहरे बम विस्फोट में कम से कम 45 लोग मारे गए,non-rumor,Hindi,at least 45 killed in triple bombing near damascus URL
527308173112139776,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL,TRUE,English,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL
748558349139058688,ओबामा ने लगातार चौथे साल सैन्य वेतन में कटौती की #आईएसआईएस एक सप्ताह में दूसरा आतंकवादी हमला #वेकअपअमेरिका क्या आप ठीक हैं? #2ए यूआरएल,unverified,Hindi,obama cuts military pay 4third year in a row #isis 2nd terrorist attack in a week #wakeupamerica r u ok w this? #2a URL
407262869152358400,"paul walker was ""so happy"" hours before his tragic death URL",TRUE,English,"paul walker was ""so happy"" hours before his tragic death URL"
524586367456919552,वैज्ञानिक ने एक पिल्ले के आकार की मकड़ी की यह भयावह तस्वीर जारी की है जो उन्हें वर्षावन यूआरएल यूआरएल में मिली थी,TRUE,Hindi,scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL
685633217160998912,斯蒂芬·霍金 74 岁生日快乐！网址,non-rumor,Chinese,"happy 74th birthday, stephen hawking! URL"
726043971911213057,目标抵制签名人数突破 100 万，股价下跌 15 亿美元,unverified,Chinese,"target boycott crosses 1 million signers, stock sinks by $1.5 billion URL"
520299904934371328,इसके वास्तविक आत्महत्या पीड़ित होने की रिपोर्ट के बाद अधिकारियों ने इस हेलोवीन सजावट को हटा दिया। यह अभी भी अज्ञात है. यूआरएल,TRUE,Hindi,officials took away this halloween decoration after reports of it being a real suicide victim. it is still unknown. URL
489798752438583297,马来西亚航空公司 MH17 飞机“在俄罗斯边境附近的乌克兰被击落” URL URL,FALSE,Chinese,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL
693408117225299968,सऊदी महिलाओं को मतदान करते समय और पहली बार चुनाव में खड़े होते समय चुनौतियों का सामना करना पड़ता है 📺 यूआरएल यूआरएल,non-rumor,Hindi,the challenges saudi women face as they vote and stand in elections for the first time 📺 URL URL
525116411887513602,加拿大下士内森·西里洛 (nathan cirillo) 在守卫加拿大国家战争纪念馆时被枪手杀害：URL URL,TRUE,Chinese,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial: URL URL
524976963862429697,官员称，在战争纪念馆遭枪杀的加拿大士兵已经死亡。网址 #ottawashooting 网址,TRUE,Chinese,"the canadian soldier shot at the war memorial has died, officials reported. URL #ottawashooting URL"
693355140284334081,रूसी लड़ाकू विमान अमेरिका से 15 फीट अंदर आ गया वायु सेना जेट. यूआरएल यूआरएल,non-rumor,Hindi,russian fighter came within 15 feet of u.s. air force jet. URL URL
506784541696991232,#mh17 飞行员的飞机在乌克兰上空被击落 47 天后安息 URL URL,FALSE,Chinese,"47 days after his plane was shot down over ukraine, #mh17 pilot laid to rest URL URL"
757450526153900032,हिलेरी क्लिंटन से 144 साल पहले विक्टोरिया वुडहुल अमेरिकी राष्ट्रपति पद के लिए दौड़ीं 📻 यूआरएल यूआरएल,unverified,Hindi,victoria woodhull ran for us president 144 years before hillary clinton 📻 URL URL
550095745161134080,跨性别青少年在被卡车撞倒前在 tumblr 上留下了令人心碎的遗书：URL URL,unverified,Chinese,transgender teen leaves heartbreaking suicide note on tumblr before getting hit by a truck: URL URL
521727831307722753,someone spray painted a penis on a $2.4 mill bugatti URL,FALSE,English,someone spray painted a penis on a $2.4 mill bugatti URL
514555852351479808,名为 #bendgate，iPhone 6 Plus 用户报告铝制机身在裤子口袋中弯曲 URL URL,FALSE,Chinese,"dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets URL URL"
482880640560271361,धार्मिक अधीनता? हम। बहरीन में सैनिक रमज़ान का प्रशिक्षण ले रहे हैं। यूआरएल #tcot,FALSE,Hindi,religious subjugation? u.s. troops in bahrain getting ramadan training. URL #tcot
356268980211687424,obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | URL,FALSE,English,obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | URL
515717938025078784,我们不要再称她为“被斩首的女士”等非人性化的称呼了。她是科琳·赫福德。人们爱她。她有自己的生活。,TRUE,Chinese,"let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life."
688461902821855232,"watchdog says iran has taken all steps to start implementing nuclear deal, paving way for lifting of sanctions URL",non-rumor,English,"watchdog says iran has taken all steps to start implementing nuclear deal, paving way for lifting of sanctions URL"
693806234026188801,किशोर लड़की ने 'मनगढ़ंत' प्रवासी बलात्कार का दावा किया जिससे जर्मनी में हंगामा मच गया,non-rumor,Hindi,teenage girl 'made up' migrant rape claim that caused uproar in germany URL
767330549262278658,part 1: nate diaz part 2: conor mcgregor can we expect a trilogy? URL,non-rumor,English,part 1: nate diaz part 2: conor mcgregor can we expect a trilogy? URL
691006265137299456,नौकरी बदल रहे हैं? स्कूल वापस जा रहे हैं? छोटे व्यवसाय के स्वामी? यहां बताया गया है कि किफायती देखभाल अधिनियम आपके लिए कैसे काम कर रहा है। यूआरएल,non-rumor,Hindi,changing jobs? going back to school? small business owner? here's how the affordable care act is working for you. URL
489798752358916096,मलेशिया एयरलाइंस का विमान एमएच17 'रूसी सीमा के पास यूक्रेन में मार गिराया गया' यूआरएल यूआरएल,FALSE,Hindi,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL
356437941641416705,奥巴马已对齐默尔曼提出联邦指控，指控其侵犯特雷冯的公民权利。上帝是好的,FALSE,Chinese,obama has filed federal charges against zimmerman for violating trayvon's civil rights. god is good
692023417575448576,टास्क फोर्स का सुझाव है कि डॉक्टरों को अवसाद के लिए सभी वयस्कों की कम से कम एक बार जांच करनी चाहिए। यूआरएल,non-rumor,Hindi,"doctors should screen all adults for depression at least once, task force recommends. URL"
665302351742275584,"breaking: hollande decides state of emergency for all of france, borders closed. URL URL",non-rumor,English,"breaking: hollande decides state of emergency for all of france, borders closed. URL URL"
524944881941495809,update: attacker shot dead in parliament after soldier shot at war memorial URL #ottawashooting URL,TRUE,English,update: attacker shot dead in parliament after soldier shot at war memorial URL #ottawashooting URL
509152237503778816,冷静一下——杜蕾斯还没有推出南瓜香料避孕套 URL URL,FALSE,Chinese,calm yourselves- durex has not come out with a pumpkin spice condom URL URL
555072815154475008,莫桑比克69人喝啤酒后死亡，据信是鳄鱼胆汁中毒：URL,FALSE,Chinese,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL
767300637012951040,"इराक ने 2014 में कैंप स्पीचर यूआरएल पर 1,700 से अधिक सेना रंगरूटों के नरसंहार में 36 जिहादियों को फांसी दी",non-rumor,Hindi,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL"
693795905049329664,शौकिया पक्षी दर्शकों के दस लाख से अधिक अवलोकनों ने इस मानचित्र यूआरएल यूआरएल के लिए डेटा एकत्र करने में मदद की,non-rumor,Hindi,more than a million observations by amateur bird watchers helped collect data for this map URL URL
500298752469770240,shoot unarmed kid. conceal evidence. impose martial law. harass reporters. smear the victim. worst. police. ever. #ferguson #mikebrown,unverified,English,shoot unarmed kid. conceal evidence. impose martial law. harass reporters. smear the victim. worst. police. ever. #ferguson #mikebrown
524312881823637504,गूगल साउथ अमेरिकन गोलियथ बर्डईटर। hellll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋ ✋✋✋✋✋✋✋✋,TRUE,Hindi,google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋
663744139666804736,"as you ignore the cold homeless guy sitting outside starbucks, please be sure to complain about the 'non-christian' red cup of $5 coffee.",unverified,English,"as you ignore the cold homeless guy sitting outside starbucks, please be sure to complain about the 'non-christian' red cup of $5 coffee."
519178213441167360,两台惠普电脑比一台好吗？新的 h-ps 看起来如何： URL URL,TRUE,Chinese,are two hewlett-packards better than one? how the new h-ps would look: URL URL
691656866972209152,"बॉस शुक्रवार यूआरएल यूआरएल द्वारा मैत्रीपूर्ण, आरामदायक कंपनी संस्कृति चाहते हैं",non-rumor,Hindi,"boss wants friendly, relaxed company culture in place by friday URL URL"
524947149134774272,更新 |士兵在国家战争纪念馆被枪杀后，袭击者在议会被枪杀：URL #cbcott #ottnews,TRUE,Chinese,updated | attacker shot dead in parliament after soldier shot at national war memorial: URL #cbcott #ottnews
535507913226190849,"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL",FALSE,English,"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL"
513749585391390720,starbucks is testing a new latte that tastes exactly like guinness: URL URL,TRUE,English,starbucks is testing a new latte that tastes exactly like guinness: URL URL
524227209976745984,up to 34 million green cards and work permits... URL,FALSE,English,up to 34 million green cards and work permits... URL
544939287222165506,अत्यावश्यक: आईएसआईएस अब इराक में डर फैलाने के लिए जीवित बिच्छुओं वाले बमों का उपयोग कर रहा है - यूआरएल यूआरएल,unverified,Hindi,urgent: isis now using bombs containing live scorpions to spread fear in iraq - URL URL
728625967921401856,the retail giant has taken huge hits as consumers react to their misguided bathroom policy. URL URL,unverified,English,the retail giant has taken huge hits as consumers react to their misguided bathroom policy. URL URL
531659884430106624,在纽约市，大麻可能意味着罚单，而不是逮捕 URL,TRUE,Chinese,"in new york city, marijuana may mean ticket, not arrest URL"
692892472729415680,लास वेगास हमलावर? यूआरएल यूआरएल,non-rumor,Hindi,the las vegas raiders? URL URL
524959836778536961,अद्यतन: ओटावा पुलिस ने पुष्टि की कि कनाडा में बंदूकधारी की गोली मारकर हत्या कर दी गई। संभावित अतिरिक्त बंदूकधारियों की तलाश जारी है। यूआरएल,TRUE,Hindi,update: ottawa police confirm gunman in canada shooting shot and killed. search on for possible additional gunmen. URL
387233034350514176,"यदि एम्बर अलर्ट को वास्तव में धन की कमी के कारण बंद करना पड़ा, जैसा कि ओबामा ने कहा, तो खराब जनसंपर्क के बाद आज यह फिर से क्यों बढ़ गया? #सरकारी तालाबंदी",FALSE,Hindi,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown"
542423103834296323,#selena's killer & former fan club president will not be released early from prison! URL URL,FALSE,English,#selena's killer & former fan club president will not be released early from prison! URL URL
568580363339091968,मैकलेमोर ने आज घोषणा की कि वह आईएसआईएस में शामिल हो गया है।,FALSE,Hindi,macklemore announced today that he has joined isis.
489902412900343809,更新：叛军领袖在通话录音中：我们刚刚击落了一架飞机（英文字幕） URL #mh17 URL,FALSE,Chinese,update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL
365056836476481537,क्षतिग्रस्त #फुकुशिमा परमाणु संयंत्र URL से प्रति दिन अनुमानित 300 टन दूषित पानी प्रशांत महासागर में रिस रहा है,FALSE,Hindi,estimated 300 tons of contaminated water leaking into pacific ocean per day from wrecked #fukushima nuclear plant URL
523655026485366784,wtf。 rt @pourmecoffee：大家好。 “雨林里的小狗大小的蜘蛛让科学家大吃一惊” URL URL,TRUE,Chinese,"wtf. rt @pourmecoffee: hello everyone. ""puppy-sized spider surprises scientist in rainforest"" URL URL"
489820657291911168,马来西亚航空公司 #mh17 坠机事件的报道照片：URL URL,FALSE,Chinese,reported photographs from malaysia airlines #mh17 crash: URL URL
516411927506206721,香港抗议者在密苏里州弗格森做出“举起手来，不要开枪”的手势。 #handsupdontshoot。网址,unverified,Chinese,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson, missouri. #handsupdontshoot. URL"
688147918113538049,"hostages taken and people killed in attack on burkina faso hotel by militants, foreign minister says URL",non-rumor,English,"hostages taken and people killed in attack on burkina faso hotel by militants, foreign minister says URL"
524926472432410625,议会山枪击事件中，一人在中心街区外遭枪击，另一人在大楼内受伤,unverified,Chinese,"one person shot outside centre block, a second wounded inside the building in parliament hill shooting URL"
778949749156245504,一个逃离警察的黑人可能只是想避免因被分析而反复出现的侮辱 URL,unverified,Chinese,a black man who runs from police merely might be trying to avoid the recurring indignity of being profiled URL
